Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?vl(freeText0)=+Enrollees&scp.scps=scope:(mw)&vid=MWDL&vl(35821425UI2)=all_items&vl(1UI0)=exact&vl(12791079UI0)=sub,10,1,00:00:25,0,0.00%,0.00%,$0.00
mwdl.org/collections/1040.php,9,8,00:00:14,6,83.33%,77.78%,$0.00
mwdl.org/collections/1158.php,9,7,00:00:24,5,100.00%,66.67%,$0.00
mwdl.org/collections/2141.php,9,4,00:00:57,4,25.00%,44.44%,$0.00
mwdl.org/collections/2290.php,9,5,00:00:31,5,40.00%,55.56%,$0.00
mwdl.org/partners/331.php,9,4,00:06:17,0,0.00%,44.44%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/dlDisplay.do?vid=MWDL&docId=digcoll_uuu_11USHS_Trib/89925,9,1,00:00:58,1,0.00%,11.11%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?fctN=facet_rtype&fctV=images&rfnGrp=1&rfnGrpCounter=1&indx=1&vl(1UI0)=contains&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)=orem&dstmp=1521576192432,9,1,00:00:15,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=1&pageNumberComingFrom=1&vl(12791079UI0)=any&indx=1&vl(1UI0)=contains&vid=MWDL&vl(boolOperator1)=AND&vl(42535446UI3)=all_items&vl(freeText1)=Utah State Historical Society Classified Photograph Collection&dstmp=1522354609076&vl(35820410UI1)=lsr13&vl(35821425UI2)=all_items&vl(boolOperator0)=AND&vl(freeText0)=EMIGRATION CANYON,9,1,00:00:18,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=21&pageNumberComingFrom=3&vl(334075669UI1)=images&indx=21&vl(1UI0)=contains&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)=wendover&dstmp=1522348771366,9,1,00:00:05,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=61&pageNumberComingFrom=7&rfnGrpCounter=1&indx=61&vl(1UI0)=contains&scp.scps=scope:(mw)&vid=MWDL&fctV=images&rfnGrp=1&fctN=facet_rtype&vl(freeText0)=orem&dstmp=1521577965587,9,1,00:00:16,0,0.00%,0.00%,$0.00
"utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&fctN=facet_topic&fctV=Rockwell,+Orrin+Porter&vl(12791079UI0)=any&vl(12791079UI0)=title&vl(12791079UI0)=any&vl(1UI0)=contains&vl(freeText0)=CITY+CREEK+CANYON&vl(boolOperator0)=AND&vl(35820410UI1)=lsr13&vl(35820410UI1)=title&vl(35820410UI1)=lsr13&vl(freeText1)=Utah+State+Historical+Society+Classified+Photograph+Collection&vl(boolOperator1)=AND&vl(35821425UI2)=all_items&vl(42535446UI3)=all_items",9,1,00:00:12,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&vl(12791079UI0)=any&vl(12791079UI0)=title&vl(12791079UI0)=any&vl(1UI0)=contains&vl(freeText0)=EMIGRATION+CANYON&vl(boolOperator0)=AND&vl(35820410UI1)=lsr13&vl(35820410UI1)=title&vl(35820410UI1)=lsr13&vl(freeText1)=Utah+State+Historical+Society+Classified+Photograph+Collection&vl(boolOperator1)=AND&vl(35821425UI2)=all_items&vl(42535446UI3)=all_items,9,1,00:00:17,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&vl(12791079UI0)=any&vl(12791079UI0)=title&vl(12791079UI0)=any&vl(1UI0)=contains&vl(freeText0)=ORRIN+PORTER+ROCKWELL&vl(boolOperator0)=AND&vl(35820410UI1)=lsr13&vl(35820410UI1)=title&vl(35820410UI1)=lsr13&vl(freeText1)=Utah+State+Historical+Society+Classified+Photograph+Collection&vl(boolOperator1)=AND&vl(35821425UI2)=all_items&vl(42535446UI3)=all_items,9,1,00:00:15,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&vl(freeText0)=+kress+slc&scp.scps=scope:(mw)&vl(334075669UI1)=all_items&vl(1UI0)=contains,9,1,00:01:07,0,0.00%,0.00%,$0.00
